FID_,CM
8596,1
8597,1
8598,0
8599,0
8600,0
8601,1
8602,1
8603,1
8604,1
8605,1
8606,1
8607,1
8608,0
8609,0
8610,0
8611,0
8612,0
8613,0
8614,0
8615,0
8616,1
8617,1
8618,1
8619,1
8620,0
8621,0
8622,1
8623,1
8624,1
8625,1
8626,1
8627,1
8628,1
8629,1
8630,1
8631,1
8632,0
8633,0
8634,0
8635,0
8636,0
8637,0
8638,1
8639,1
8640,1
8641,1
8642,1
8643,1
8644,0
8645,0
8646,0
8647,0
8648,1
8649,0
8650,0
8651,0
8652,0
8653,1
8654,1
8655,1
8656,1
8657,1
8658,1
8659,1
8660,1
8661,0
8662,1
8663,1
8664,0
8665,0
8666,0
8667,0
8668,0
8669,0
8670,1
8671,1
8672,1
8673,1
8674,1
8675,1
8676,1
8677,1
8678,1
8679,1
8680,1
8681,1
8682,1
8683,1
8684,1
8685,1
8686,1
8687,1
8688,1
8689,1
8690,1
8691,1
8692,1
8693,1
8694,1
8695,1
8696,1
8697,1
8698,1
8699,1
8700,1
8701,1
8702,1
8703,1
8704,1
8705,1
8706,1
8707,1
8708,1
8709,1
8710,1
8711,1
8712,1
8713,1
8714,1
8715,1
8716,1
8717,1
8718,1
8719,1
8720,1
8721,1
8722,1
8723,1
8724,1
8725,1
8726,1
8727,1
8728,1
8729,1
8730,1
8731,1
8732,1
8733,1
8734,1
8735,1
8736,1
8737,1
8738,1
8739,1
8740,1
8741,1
8742,1
8743,1
8744,1
8745,1
8746,1
8747,1
8748,0
8749,0
8750,0
8751,0
8752,0
8753,0
8754,0
8755,0
8756,0
8757,0
8758,0
8759,1
8760,1
8761,1
8762,1
8763,1
8764,1
8765,1
8766,1
8767,0
8768,0
8769,0
8770,1
8771,1
8772,1
8773,0
8774,0
8775,0
8776,0
8777,0
8778,0
8779,0
8780,0
8781,0
8782,0
8783,1
8784,1
8785,0
8786,0
8787,0
8788,0
8789,1
8790,0
8791,1
8792,1
8793,1
8794,1
8795,1
8796,1
8797,1
8798,1
8799,1
8800,1
8801,1
8802,1
8803,1
8804,1
8805,1
8806,1
8807,1
8808,0
8809,0
8810,0
8811,1
8812,1
8813,1
8814,1
8815,1
8816,1
8817,1
8818,0
8819,0
8820,1
8821,1
8822,1
8823,1
8824,1
8825,1
8826,1
8827,1
8828,1
8829,1
8830,1
8831,1
8832,1
8833,1
8834,1
8835,1
8836,1
8837,1
8838,1
8839,1
8840,1
8841,0
8842,1
8843,1
8844,1
8845,0
8846,0
8847,0
8848,1
8849,1
8850,1
8851,1
8852,1
8853,1
8854,1
8855,1
8856,1
8857,1
8858,1
8859,1
8860,0
8861,1
8862,0
8863,0
8864,1
8865,1
8866,1
8867,0
8868,1
8869,1
8870,1
8871,0
8872,1
8873,1
8874,1
8875,1
8876,1
8877,1
8878,0
8879,0
8880,0
8881,0
8882,0
8883,0
8884,1
8885,1
8886,1
8887,1
8888,1
8889,1
8890,1
8891,0
8892,0
8893,0
8894,1
8895,1
8896,1
8897,1
8898,1
8899,1
8900,1
8901,1
8902,0
8903,0
8904,0
8905,1
8906,1
8907,1
8908,1
8909,1
8910,1
8911,0
8912,0
8913,0
8914,0
8915,0
8916,0
8917,0
8918,0
8919,0
8920,1
8921,1
8922,1
8923,1
8924,1
8925,1
8926,1
8927,1
8928,1
8929,1
8930,0
8931,0
8932,1
8933,1
8934,1
8935,1
8936,0
8937,0
8938,0
8939,0
8940,0
8941,1
8942,1
8943,1
8944,1
8945,1
8946,1
8947,1
8948,1
8949,1
8950,0
8951,1
8952,1
8953,1
8954,1
8955,1
8956,1
8957,1
8958,1
8959,1
8960,1
8961,1
8962,1
8963,1
8964,1
8965,1
8966,1
8967,1
8968,1
8969,1
8970,1
8971,1
8972,1
8973,1
8974,1
8975,1
8976,1
8977,1
8978,1
8979,1
8980,1
8981,1
8982,1
8983,1
8984,1
8985,1
8986,1
8987,1
8988,1
8989,1
8990,1
8991,1
8992,1
8993,1
8994,1
8995,1
8996,1
8997,1
8998,1
8999,1
9000,1
9001,1
9002,1
9003,1
9004,1
9005,1
9006,1
9007,1
9008,1
9009,1
9010,1
9011,1
9012,1
9013,1
9014,1
9015,1
9016,0
9017,0
9018,0
9019,0
9020,0
9021,0
9022,0
9023,0
9024,1
9025,1
9026,1
9027,1
9028,0
9029,0
9030,1
9031,1
9032,1
9033,1
9034,1
9035,1
9036,0
9037,0
9038,0
9039,1
9040,1
9041,0
9042,0
9043,1
9044,0
9045,0
9046,0
9047,0
9048,0
9049,0
9050,0
9051,0
9052,0
9053,1
9054,0
9055,0
9056,0
9057,0
9058,0
9059,0
9060,1
9061,1
9062,1
9063,1
9064,1
9065,1
9066,1
9067,1
9068,1
9069,1
9070,1
9071,1
9072,1
9073,1
9074,1
9075,1
9076,1
9077,1
9078,0
9079,0
9080,0
9081,0
9082,1
9083,1
9084,1
9085,1
9086,1
9087,1
9088,1
9089,1
9090,1
9091,1
9092,1
9093,1
9094,1
9095,1
9096,1
9097,1
9098,1
9099,1
9100,1
9101,1
9102,1
9103,1
9104,1
9105,1
9106,1
9107,1
9108,1
9109,1
9110,1
9111,1
9112,1
9113,1
9114,1
9115,1
9116,1
9117,1
9118,1
9119,1
9120,1
9121,1
9122,1
9123,1
9124,1
9125,1
9126,1
9127,1
9128,1
9129,1
9130,1
9131,0
9132,0
9133,0
9134,1
9135,1
9136,1
9137,0
9138,1
9139,1
9140,1
9141,1
9142,1
9143,1
9144,1
9145,1
9146,1
9147,1
9148,0
9149,0
9150,0
9151,0
9152,0
9153,1
9154,1
9155,1
9156,1
9157,1
9158,1
9159,1
9160,1
9161,1
9162,0
9163,0
9164,1
9165,1
9166,1
9167,1
9168,1
9169,0
9170,0
9171,0
9172,0
9173,0
9174,1
9175,1
9176,1
9177,1
9178,0
9179,0
9180,0
9181,1
9182,1
9183,1
9184,0
9185,0
9186,0
9187,0
9188,0
9189,1
9190,1
9191,1
9192,1
9193,1
9194,1
9195,1
9196,0
9197,0
9198,1
9199,1
9200,1
9201,1
9202,0
9203,1
9204,1
9205,1
9206,1
9207,1
9208,1
9209,1
9210,1
9211,1
9212,1
9213,1
9214,1
9215,1
9216,1
9217,1
9218,1
9219,1
9220,1
9221,1
9222,1
9223,1
9224,1
9225,1
9226,1
9227,1
9228,1
9229,1
9230,1
9231,1
9232,1
9233,1
9234,1
9235,1
9236,1
9237,1
9238,1
9239,1
9240,1
9241,1
9242,1
9243,1
9244,1
9245,1
9246,1
9247,1
9248,1
9249,1
9250,1
9251,1
9252,1
9253,1
9254,1
9255,1
9256,1
9257,1
9258,1
9259,1
9260,1
9261,1
9262,1
9263,1
9264,1
9265,1
9266,1
9267,1
9268,1
9269,1
9270,1
9271,1
9272,1
9273,1
9274,1
9275,1
9276,1
9277,1
9278,1
9279,1
9280,1
9281,1
9282,1
9283,0
9284,0
9285,0
9286,0
9287,0
9288,0
9289,0
9290,0
9291,0
9292,0
9293,0
9294,0
9295,1
9296,0
9297,0
9298,0
9299,1
9300,1
9301,1
9302,1
9303,1
9304,1
9305,1
9306,1
9307,0
9308,0
9309,1
9310,1
9311,1
9312,1
9313,1
9314,1
9315,0
9316,0
9317,0
9318,0
9319,0
9320,0
9321,0
9322,1
9323,1
9324,1
9325,1
9326,1
9327,1
9328,1
9329,1
9330,1
9331,1
9332,1
9333,1
9334,1
9335,1
9336,1
9337,1
9338,1
9339,1
9340,1
9341,1
9342,1
9343,1
9344,1
9345,1
9346,1
9347,1
9348,1
9349,1
9350,1
9351,1
9352,1
9353,1
9354,1
9355,1
9356,1
9357,1
9358,1
9359,1
9360,1
9361,1
9362,1
9363,1
9364,1
9365,1
9366,1
9367,1
9368,1
9369,1
9370,1
9371,1
9372,1
9373,0
9374,0
9375,0
9376,1
9377,1
9378,1
9379,1
9380,1
9381,1
9382,1
9383,1
9384,0
9385,0
9386,0
9387,1
9388,1
9389,1
9390,1
9391,1
9392,1
9393,1
9394,1
9395,1
9396,1
9397,0
9398,1
9399,1
9400,1
9401,1
9402,1
9403,1
9404,1
9405,1
9406,1
9407,1
9408,1
9409,1
9410,1
9411,1
9412,1
9413,1
9414,1
9415,1
9416,1
9417,1
9418,1
9419,1
9420,1
9421,1
9422,0
9423,1
9424,1
9425,1
9426,1
9427,1
9428,1
9429,1
9430,1
9431,1
9432,1
9433,1
9434,1
9435,1
9436,1
9437,1
9438,1
9439,1
9440,1
9441,1
9442,1
9443,1
9444,1
9445,1
9446,1
9447,1
9448,1
9449,1
9450,1
9451,1
9452,1
9453,1
9454,1
9455,1
9456,0
9457,0
9458,1
9459,1
9460,0
9461,0
9462,0
9463,0
9464,0
9465,1
9466,1
9467,1
9468,1
9469,1
9470,1
9471,1
9472,1
9473,1
9474,1
9475,1
9476,1
9477,1
9478,1
9479,1
9480,1
9481,1
9482,1
9483,1
9484,1
9485,1
9486,1
9487,1
9488,1
9489,1
9490,1
9491,1
9492,1
9493,1
9494,1
9495,1
9496,1
9497,1
9498,1
9499,1
9500,1
9501,1
9502,1
9503,1
9504,1
9505,0
9506,1
9507,1
9508,1
9509,1
9510,1
9511,1
9512,1
9513,1
9514,1
9515,1
9516,1
9517,1
9518,1
9519,1
9520,1
9521,1
9522,1
9523,1
9524,1
9525,1
9526,1
9527,1
9528,1
9529,0
9530,0
9531,1
9532,1
9533,1
9534,0
9535,0
9536,1
9537,1
9538,1
9539,1
9540,1
9541,1
9542,1
9543,1
9544,1
9545,0
9546,0
9547,1
9548,1
9549,1
9550,1
9551,1
9552,1
9553,0
9554,0
9555,0
9556,0
9557,0
9558,0
9559,0
9560,0
9561,0
9562,1
9563,1
9564,1
9565,1
9566,1
9567,0
9568,0
9569,0
9570,0
9571,1
9572,1
9573,1
9574,0
9575,0
9576,0
9577,0
9578,0
9579,0
9580,0
9581,1
9582,1
9583,0
9584,0
9585,0
9586,0
9587,0
9588,0
9589,0
9590,0
9591,0
9592,0
9593,1
9594,1
9595,1
9596,1
9597,1
9598,1
9599,1
9600,1
9601,1
9602,1
9603,1
9604,1
9605,1
9606,0
9607,0
9608,1
9609,1
9610,1
9611,1
9612,1
9613,0
9614,0
9615,0
9616,1
9617,1
9618,1
9619,0
9620,0
9621,0
9622,0
9623,0
9624,0
9625,0
9626,1
9627,1
9628,1
9629,1
9630,1
9631,1
9632,1
9633,1
9634,1
9635,1
9636,1
9637,1
9638,1
9639,1
9640,1
9641,1
9642,0
9643,0
9644,0
9645,1
9646,1
9647,0
9648,0
9649,0
9650,1
9651,1
9652,0
9653,0
9654,0
9655,0
9656,1
9657,1
9658,1
9659,1
9660,1
9661,1
9662,1
9663,1
9664,1
9665,1
9666,1
9667,1
9668,1
9669,1
9670,1
9671,1
9672,0
9673,1
9674,1
9675,1
9676,1
9677,1
9678,1
9679,1
9680,1
9681,1
9682,1
9683,1
9684,1
9685,1
9686,0
9687,0
9688,0
9689,0
9690,0
9691,1
9692,1
9693,1
9694,1
9695,1
9696,1
9697,1
9698,1
9699,1
9700,1
9701,1
9702,1
9703,1
9704,1
9705,1
9706,0
9707,1
9708,1
9709,1
9710,0
9711,0
9712,0
9713,1
9714,1
9715,1
9716,1
9717,1
9718,1
9719,1
9720,1
9721,1
9722,1
9723,0
9724,1
9725,1
9726,1
9727,1
9728,1
9729,0
9730,0
9731,0
9732,0
9733,0
9734,0
9735,1
9736,1
9737,1
9738,1
9739,1
9740,1
9741,1
9742,1
9743,1
9744,1
9745,1
9746,1
9747,1
9748,1
9749,1
9750,1
9751,1
9752,1
9753,1
9754,1
9755,1
9756,1
9757,1
9758,1
9759,1
9760,1
9761,1
9762,1
9763,1
9764,1
9765,1
9766,1
9767,1
9768,1
9769,1
9770,1
9771,1
9772,1
9773,1
9774,1
9775,1
9776,1
9777,1
9778,1
9779,1
9780,1
9781,1
9782,1
9783,1
9784,1
9785,1
9786,1
9787,1
9788,1
9789,1
9790,1
9791,1
9792,1
9793,1
9794,1
9795,0
9796,0
9797,0
9798,0
9799,0
9800,1
9801,1
9802,1
9803,1
9804,1
9805,1
9806,1
9807,1
9808,1
9809,1
9810,1
9811,1
9812,1
9813,1
9814,0
9815,1
9816,1
9817,1
9818,1
9819,1
9820,1
9821,1
9822,1
9823,0
9824,0
9825,0
9826,0
9827,0
9828,0
9829,0
9830,0
9831,0
9832,1
9833,1
9834,1
9835,1
9836,1
9837,1
9838,1
9839,1
9840,1
9841,1
9842,1
9843,1
9844,0
9845,1
9846,1
9847,1
9848,0
9849,0
9850,1
9851,1
9852,1
9853,0
9854,0
9855,0
9856,0
9857,0
9858,0
9859,0
9860,0
9861,0
9862,0
9863,0
9864,0
9865,1
9866,1
9867,1
9868,1
9869,1
9870,1
9871,1
9872,1
9873,0
9874,0
9875,0
9876,0
9877,0
9878,0
9879,0
9880,0
9881,0
9882,0
9883,1
9884,1
9885,1
9886,1
9887,0
9888,0
9889,0
9890,0
9891,0
9892,0
9893,0
9894,0
9895,0
9896,1
9897,1
9898,0
9899,1
9900,1
9901,1
9902,1
9903,1
9904,1
9905,1
9906,1
9907,1
9908,1
9909,1
9910,0
9911,0
9912,0
9913,1
9914,1
9915,1
9916,1
9917,1
9918,1
9919,1
9920,0
9921,0
9922,0
9923,0
9924,0
9925,0
9926,1
9927,1
9928,1
9929,1
9930,1
9931,1
9932,1
9933,1
9934,1
9935,1
9936,1
9937,1
9938,1
9939,1
9940,1
9941,1
9942,1
9943,1
9944,1
9945,1
9946,1
9947,1
9948,1
9949,1
9950,1
9951,1
9952,1
9953,1
9954,1
9955,0
9956,0
9957,0
9958,0
9959,1
9960,0
9961,1
9962,1
9963,1
9964,1
9965,1
9966,1
9967,1
9968,1
9969,1
9970,1
9971,1
9972,1
9973,1
9974,0
9975,0
9976,1
9977,1
9978,1
9979,1
9980,1
9981,0
9982,0
9983,0
9984,1
9985,1
9986,1
9987,0
9988,1
9989,1
9990,0
9991,0
9992,0
9993,1
9994,1
9995,1
9996,0
9997,0
9998,0
9999,0
10000,0
10001,0
10002,0
10003,0
10004,0
10005,0
10006,0
10007,0
10008,0
10009,0
10010,0
10011,0
10012,0
10013,1
10014,1
10015,1
10016,0
10017,0
10018,1
10019,1
10020,1
10021,1
10022,1
10023,1
10024,1
10025,1
10026,1
10027,1
10028,1
10029,0
10030,1
10031,1
10032,1
10033,1
10034,1
10035,1
10036,1
10037,1
10038,1
10039,1
10040,1
10041,0
10042,0
10043,0
10044,1
10045,1
10046,1
10047,1
10048,1
10049,1
10050,0
10051,0
10052,0
10053,1
10054,1
10055,1
10056,1
10057,1
10058,1
10059,1
10060,1
10061,1
10062,1
10063,1
10064,1
10065,1
10066,0
10067,0
10068,1
10069,1
10070,1
10071,1
10072,1
10073,1
10074,1
10075,1
10076,1
10077,1
10078,1
10079,1
10080,1
10081,1
10082,1
10083,1
10084,1
10085,1
10086,1
10087,1
10088,1
10089,1
10090,1
10091,0
10092,0
10093,0
10094,0
10095,0
10096,0
10097,0
10098,0
10099,0
10100,0
10101,1
10102,1
10103,1
10104,1
10105,1
10106,1
10107,1
10108,1
10109,1
10110,1
10111,0
10112,1
10113,1
10114,1
10115,1
10116,1
10117,1
10118,1
10119,1
10120,1
10121,1
10122,0
10123,0
10124,0
10125,1
10126,1
10127,1
10128,1
10129,1
10130,1
10131,1
10132,1
10133,1
10134,0
10135,0
10136,0
10137,1
10138,1
10139,1
10140,1
10141,0
10142,0
10143,0
10144,0
10145,0
10146,1
10147,1
10148,1
10149,1
10150,0
10151,1
10152,1
10153,1
10154,1
10155,1
10156,1
10157,0
10158,0
10159,0
10160,0
10161,0
10162,0
10163,0
10164,0
10165,0
10166,0
10167,0
10168,0
10169,1
10170,1
10171,1
10172,1
10173,1
10174,1
10175,1
10176,1
10177,1
10178,1
10179,1
10180,0
10181,0
10182,1
10183,1
10184,0
10185,0
10186,0
10187,0
10188,0
10189,0
10190,0
10191,0
10192,0
10193,0
10194,1
10195,1
10196,1
10197,1
10198,1
10199,1
10200,1
10201,1
10202,1
10203,1
10204,0
10205,0
10206,0
10207,0
10208,0
10209,0
10210,1
10211,1
10212,1
10213,1
10214,1
10215,1
10216,1
10217,1
10218,1
10219,1
10220,1
10221,1
10222,1
10223,1
10224,1
10225,0
10226,0
10227,1
10228,1
10229,1
10230,1
10231,1
10232,1
10233,1
10234,1
10235,1
10236,1
10237,1
10238,1
10239,1
10240,1
10241,1
10242,1
10243,0
10244,1
10245,1
10246,1
10247,1
10248,1
10249,1
10250,1
10251,0
10252,0
10253,0
10254,0
10255,1
10256,1
10257,1
10258,1
10259,1
10260,1
10261,1
10262,1
10263,0
10264,0
10265,0
10266,0
10267,1
10268,1
10269,1
10270,1
10271,0
10272,0
10273,0
10274,0
10275,0
10276,0
10277,1
10278,1
10279,1
10280,1
10281,1
10282,1
10283,1
10284,1
10285,1
10286,1
10287,1
10288,1
10289,1
10290,1
10291,1
10292,1
10293,1
10294,1
10295,1
10296,1
10297,1
10298,1
10299,1
10300,1
10301,1
10302,0
10303,0
10304,1
10305,1
10306,1
10307,1
10308,1
10309,0
10310,1
10311,1
10312,1
10313,1
10314,1
10315,1
10316,1
10317,1
10318,1
10319,0
10320,0
10321,1
10322,1
10323,1
10324,1
10325,1
10326,1
10327,1
10328,1
10329,1
10330,0
10331,0
10332,0
10333,0
10334,0
10335,0
10336,0
10337,1
10338,1
10339,1
10340,1
10341,1
10342,1
10343,1
10344,1
10345,1
10346,1
10347,1
10348,1
10349,1
10350,1
10351,1
10352,1
10353,1
10354,1
10355,1
10356,1
10357,1
10358,1
10359,1
10360,1
10361,0
10362,0
10363,0
10364,0
10365,0
10366,0
10367,0
10368,0
10369,0
10370,0
10371,1
10372,1
10373,1
10374,1
10375,0
10376,0
10377,1
10378,1
10379,1
10380,0
10381,1
10382,1
10383,0
10384,0
10385,1
10386,0
10387,1
10388,1
10389,1
10390,1
10391,1
10392,0
10393,0
10394,0
10395,0
10396,1
10397,0
10398,1
10399,1
10400,1
10401,1
10402,1
10403,1
10404,0
10405,1
10406,1
10407,1
10408,1
10409,1
10410,1
10411,1
10412,0
10413,1
10414,1
10415,1
10416,1
10417,1
10418,1
10419,1
10420,1
10421,1
10422,1
10423,1
10424,1
10425,1
10426,0
10427,0
10428,0
10429,0
10430,0
10431,0
10432,0
10433,0
10434,0
10435,0
10436,0
10437,0
10438,0
10439,0
10440,0
10441,0
10442,1
10443,1
10444,1
10445,1
10446,1
10447,1
10448,0
10449,1
10450,0
10451,0
10452,0
10453,0
10454,1
10455,1
10456,1
10457,1
10458,1
10459,1
10460,1
10461,1
10462,1
10463,1
10464,1
10465,1
10466,1
10467,1
10468,1
10469,1
10470,1
10471,1
10472,0
10473,0
10474,0
10475,0
10476,0
10477,0
10478,0
10479,0
10480,0
10481,1
10482,1
10483,1
10484,1
10485,1
10486,1
10487,1
10488,1
10489,1
10490,1
10491,1
10492,0
10493,1
10494,1
10495,1
10496,1
10497,1
10498,1
10499,1
10500,1
10501,1
10502,1
10503,1
10504,1
10505,1
10506,1
10507,1
10508,1
10509,1
10510,1
10511,1
10512,1
10513,1
10514,1
10515,1
10516,1
10517,1
10518,1
10519,1
10520,1
10521,1
10522,1
10523,1
10524,1
10525,0
10526,0
10527,1
10528,1
10529,1
10530,1
10531,1
10532,0
10533,0
10534,0
10535,1
10536,1
10537,1
10538,1
10539,1
10540,1
10541,1
10542,1
10543,0
10544,0
10545,0
10546,0
10547,1
10548,1
10549,1
10550,0
10551,0
10552,1
10553,1
10554,1
10555,1
10556,1
10557,1
10558,1
10559,1
10560,1
10561,1
10562,1
10563,1
10564,1
10565,1
10566,0
10567,0
10568,1
10569,1
10570,0
10571,0
10572,1
10573,1
10574,1
10575,1
10576,0
10577,0
10578,0
10579,1
10580,1
10581,1
10582,1
10583,1
10584,1
10585,1
10586,1
10587,1
10588,1
10589,1
10590,1
10591,1
10592,1
10593,1
10594,1
10595,1
10596,1
10597,1
10598,1
10599,1
10600,1
10601,1
10602,1
10603,0
10604,0
10605,0
10606,0
10607,0
10608,1
10609,1
10610,1
10611,1
10612,1
10613,1
10614,1
10615,1
10616,1
10617,1
10618,1
10619,1
10620,1
10621,0
10622,1
10623,1
10624,1
10625,1
10626,1
10627,1
10628,1
10629,0
10630,0
10631,0
10632,0
10633,0
10634,0
10635,0
10636,0
10637,0
10638,0
10639,1
10640,1
10641,1
10642,0
10643,0
10644,0
10645,1
10646,1
10647,1
10648,1
10649,1
10650,1
10651,1
10652,0
10653,1
10654,1
10655,1
10656,1
10657,1
10658,1
10659,1
10660,0
10661,0
10662,0
10663,0
10664,0
10665,1
10666,1
10667,1
10668,0
10669,0
10670,1
10671,1
10672,1
10673,1
10674,1
10675,1
10676,1
10677,1
10678,1
10679,1
10680,1
10681,0
10682,0
10683,1
10684,1
10685,1
10686,1
10687,1
10688,1
10689,1
10690,1
10691,1
10692,1
10693,1
10694,1
10695,0
10696,0
10697,0
10698,0
10699,0
10700,0
10701,0
10702,0
10703,0
10704,0
10705,0
10706,0
10707,0
10708,0
10709,0
10710,0
10711,1
10712,0
10713,0
10714,0
10715,1
10716,1
10717,1
10718,0
10719,0
10720,0
10721,0
10722,0
10723,0
10724,1
10725,1
10726,1
10727,1
10728,1
10729,1
10730,1
10731,0
10732,0
10733,0
10734,0
10735,0
10736,1
10737,1
10738,1
10739,1
10740,1
10741,0
10742,0
10743,0
10744,0
10745,0
10746,0
10747,0
10748,0
10749,0
10750,1
10751,1
10752,1
10753,1
10754,1
10755,1
10756,1
10757,1
10758,1
10759,1
10760,1
10761,1
10762,1
10763,1
10764,1
10765,1
10766,1
10767,1
10768,1
10769,1
10770,1
10771,1
10772,1
10773,1
10774,1
10775,1
10776,1
10777,1
10778,1
10779,1
10780,1
10781,1
10782,1
10783,1
10784,1
10785,1
10786,1
10787,1
10788,1
10789,1
10790,1
10791,1
10792,1
10793,1
10794,1
10795,1
10796,1
10797,1
10798,1
10799,1
10800,1
10801,1
10802,1
10803,1
10804,1
10805,1
10806,1
10807,1
10808,1
10809,1
10810,1
10811,1
10812,1
10813,1
10814,1
10815,1
10816,1
10817,1
10818,1
10819,1
10820,1
10821,1
10822,0
10823,0
10824,1
10825,1
10826,1
10827,1
10828,1
10829,1
10830,1
10831,0
10832,1
10833,1
10834,1
10835,1
10836,1
10837,0
10838,1
10839,0
10840,0
10841,1
10842,1
10843,0
10844,0
10845,0
10846,1
10847,0
10848,0
10849,0
10850,1
10851,1
10852,1
10853,1
10854,1
10855,1
10856,1
10857,1
10858,1
10859,1
10860,1
10861,1
10862,1
10863,1
10864,1
10865,1
10866,1
10867,1
10868,1
10869,1
10870,1
10871,1
10872,0
10873,0
10874,0
10875,0
10876,0
10877,1
10878,1
10879,1
10880,1
10881,1
10882,1
10883,1
10884,1
10885,1
10886,1
10887,1
10888,1
10889,1
10890,1
10891,1
10892,1
10893,1
10894,1
10895,1
10896,1
10897,1
10898,1
10899,1
10900,0
10901,0
10902,0
10903,1
10904,1
10905,1
10906,1
10907,1
10908,1
10909,1
10910,1
10911,1
10912,1
10913,1
10914,1
10915,1
10916,1
10917,1
10918,1
10919,1
10920,1
10921,1
10922,1
10923,1
10924,1
10925,1
10926,1
10927,1
10928,1
10929,1
10930,0
10931,0
10932,0
10933,0
10934,0
10935,1
10936,0
10937,1
10938,1
10939,1
10940,1
10941,1
10942,1
10943,1
10944,1
10945,1
10946,1
10947,1
10948,1
10949,1
10950,1
10951,1
10952,1
10953,1
10954,1
10955,1
10956,1
10957,1
10958,1
10959,1
10960,1
10961,1
10962,1
10963,1
10964,0
10965,1
10966,1
10967,0
10968,0
10969,0
10970,0
10971,0
10972,0
10973,0
10974,1
10975,0
10976,0
10977,0
10978,0
10979,0
10980,0
10981,0
10982,1
10983,1
10984,1
10985,1
10986,0
10987,0
10988,0
10989,0
10990,0
10991,0
10992,0
10993,0
10994,0
10995,1
10996,1
10997,1
10998,1
10999,1
11000,1
11001,1
11002,0
11003,0
11004,0
11005,0
11006,0
11007,1
11008,1
11009,1
11010,1
11011,0
11012,0
11013,0
11014,0
11015,0
11016,1
11017,1
11018,1
11019,1
11020,1
11021,1
11022,1
11023,1
11024,0
11025,0
11026,1
11027,1
11028,1
11029,0
11030,0
11031,1
11032,1
11033,1
11034,1
11035,1
11036,1
11037,1
11038,1
11039,1
11040,1
11041,1
11042,1
11043,1
11044,1
11045,1
11046,1
11047,1
11048,1
11049,1
11050,1
11051,1
11052,1
11053,0
11054,0
11055,0
11056,0
11057,1
11058,1
11059,1
11060,1
11061,0
11062,0
11063,0
11064,1
11065,1
11066,1
11067,1
11068,1
11069,0
11070,0
11071,1
11072,1
11073,1
11074,1
11075,1
11076,1
11077,1
11078,1
11079,1
11080,0
11081,0
11082,0
11083,1
11084,1
11085,1
11086,1
11087,1
11088,1
11089,1
11090,1
11091,1
11092,1
11093,1
11094,1
11095,1
11096,1
11097,1
11098,1
11099,1
11100,1
11101,1
11102,1
11103,1
11104,0
11105,1
11106,1
11107,1
11108,1
11109,1
11110,1
11111,1
11112,1
11113,1
11114,1
11115,1
11116,1
11117,1
11118,1
11119,1
11120,1
11121,1
11122,1
11123,1
11124,0
11125,0
11126,1
11127,1
11128,1
11129,1
11130,1
11131,1
11132,1
11133,1
11134,1
11135,1
11136,1
11137,1
11138,1
11139,1
11140,1
11141,1
11142,0
11143,1
11144,1
11145,1
11146,1
11147,1
11148,1
11149,1
11150,1
11151,1
11152,1
11153,1
11154,1
11155,0
11156,0
11157,0
11158,0
11159,1
11160,1
11161,1
11162,1
11163,1
11164,1
11165,1
11166,1
11167,1
11168,1
11169,1
11170,1
11171,1
11172,1
11173,1
11174,1
11175,1
11176,1
11177,1
11178,1
11179,1
11180,1
11181,1
11182,1
11183,1
11184,1
11185,1
11186,1
11187,1
11188,1
11189,1
11190,1
11191,1
11192,1
11193,1
11194,1
11195,1
11196,1
11197,1
11198,1
11199,1
11200,1
11201,1
11202,0
11203,0
11204,0
11205,0
11206,0
11207,1
11208,1
11209,1
11210,1
11211,1
11212,1
11213,1
11214,1
11215,1
11216,1
11217,1
11218,1
11219,1
11220,0
11221,1
11222,1
11223,1
11224,1
11225,1
11226,1
11227,1
11228,1
11229,1
11230,1
11231,1
11232,1
11233,1
11234,1
11235,1
11236,1
11237,0
11238,0
11239,0
11240,1
11241,1
11242,1
11243,1
11244,1
11245,1
11246,1
11247,0
11248,0
11249,0
11250,0
11251,0
11252,0
11253,1
11254,0
11255,0
11256,1
11257,0
11258,0
11259,1
11260,1
11261,1
11262,1
11263,1
11264,1
11265,1
11266,1
11267,1
11268,1
11269,1
11270,1
11271,0
11272,0
11273,1
11274,1
11275,1
11276,1
11277,1
11278,1
11279,1
11280,1
11281,1
11282,1
11283,1
11284,0
11285,0
11286,0
11287,1
11288,1
11289,1
11290,1
11291,1
11292,1
11293,1
11294,1
11295,1
11296,1
11297,1
11298,1
11299,1
11300,1
11301,1
11302,1
11303,1
11304,1
11305,1
11306,1
11307,1
11308,1
11309,1
11310,1
11311,1
11312,1
11313,1
11314,1
11315,1
11316,1
11317,1
11318,0
11319,0
11320,1
11321,0
11322,1
11323,1
11324,1
11325,0
11326,0
11327,0
11328,0
11329,0
11330,0
11331,0
11332,1
11333,1
11334,1
11335,1
11336,0
11337,0
11338,0
11339,0
11340,1
11341,1
11342,1
11343,1
11344,1
11345,1
11346,1
11347,1
11348,1
11349,1
11350,1
11351,1
11352,1
11353,1
11354,1
11355,1
11356,1
11357,1
11358,1
11359,1
11360,1
11361,1
11362,1
11363,1
11364,1
11365,0
11366,0
11367,1
11368,1
11369,1
11370,1
11371,1
11372,1
11373,1
11374,1
11375,1
11376,1
11377,1
11378,1
11379,0
11380,1
11381,1
11382,1
11383,1
11384,1
11385,1
11386,1
11387,1
11388,1
11389,1
11390,1
11391,1
11392,1
11393,1
